2022-10-18,13.794.869/0001-05,TEMBICI PARTICIPACOES S.A.,Debênture,TBPA11,CDI,CDI+,100.00,2026-05-14
2022-10-18,23.599.885/0001-92,PLUGIFY TECNOLOGIA S/A,Debênture,PGTE12,CDI,CDI+,100.00,2024-09-18
2022-10-18,34.130.063/0001-84,TEQUIMAR VILA DO CONDE LOGISTICA PORTUARIA SA,Debênture,TQMR11,IPCA,IPCA+,100.00,2028-03-15
2022-10-18,37.663.076/0001-07,AES Brasil Energia S/A,Debênture,AESB11,CDI,CDI+,100.00,2025-03-10
2022-10-18,40.173.398/0001-82,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT 8,Debênture,CFVT11,CDI,CDI+,100.00,2024-09-18
2022-10-18,40.173.398/0001-82,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT 8,Debênture,BRCFVTDBS024,CDI,CDI+,100.00,2025-09-01
2022-10-18,40.173.398/0001-82,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT 8,Debênture,BRCFVTDBS032,CDI,CDI+,100.00,2025-09-01
2022-10-18,88.676.127/0001-76,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,Debênture,OBIO11,CDI,CDI+,100.00,2025-03-22
2022-10-18,88.676.127/0001-76,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,Debênture,OBIO21,CDI,CDI+,100.00,2025-04-22
2022-10-18,88.676.127/0001-76,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,Debênture,OBIO12,CDI,CDI+,100.00,2026-11-29
2022-10-18,37.763.835/0001-03,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XI S.A.,Debênture,TVXI11,IPCA,IPCA+,100.00,2051-02-18
2022-10-18,90.272.337/0001-40,FAGUNDES CONSTRUCAO E MINERACAO S/A,Debênture,FCMN11,CDI,CDI+,100.00,2026-03-15
2022-10-18,54.470.679/0001-01,USINA BATATAIS S/A ACUCAR E ALCOOL,Debênture,UBAT12,IPCA,IPCA+,100.00,2028-04-15
2022-10-18,40.195.572/0001-98,E1 SUBHOLDING S.A.,Debênture,ESBG11,IPCA,IPCA+,100.00,2030-03-15
2022-10-18,02.227.264/0001-08,ANDALI S.A,Debênture,ANDA11,IPCA,IPCA+,100.00,2026-03-15
2022-10-18,40.020.431/0001-34,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT-IOUU,Debênture,IOUU11,CDI,CDI+,100.00,2024-06-15
2022-10-18,17.718.542/0001-05,ALLONDA AMBIENTAL PARTICIPACOES S.A.,Debênture,ALAP11,CDI,CDI+,100.00,2026-03-25
2022-10-18,17.718.542/0001-05,ALLONDA AMBIENTAL PARTICIPACOES S.A.,Debênture,ALAP12,CDI,CDI+,100.00,2027-04-05
2022-10-18,08.170.849/0001-15,DESKTOP S.A,Debênture,DESK11,CDI,CDI+,100.00,2027-03-30
2022-10-18,08.170.849/0001-15,DESKTOP S.A,Debênture,DESK13,CDI,CDI+,100.00,2028-11-17
2022-10-18,08.170.849/0001-15,DESKTOP S.A,Debênture,DESK14,CDI,CDI+,100.00,2029-02-09
2022-10-18,38.013.764/0001-94,GAMELEIRA GERADORA DE ENERGIA RENOVAVEL S.A,Debênture,GMLR11,IPCA,IPCA+,100.00,2041-03-15
2022-10-18,38.013.764/0001-94,GAMELEIRA GERADORA DE ENERGIA RENOVAVEL S.A,Debênture,BRGMLRDBS000,IPCA,IPCA+,100.00,2041-03-15
2022-10-18,26.355.027/0001-90,GOIAS GERADORA DE ENERGIA RENOVAVEL S.A.,Debênture,GGEN11,IPCA,IPCA+,100.00,2041-03-15
2022-10-18,40.361.425/0001-40,BMYE PARTICIPACOES S/A,Debênture,BMYE11,CDI,CDI+,100.00,2026-03-31
2022-10-18,40.361.425/0001-40,BMYE PARTICIPACOES S/A,Debênture,BMYE12,CDI,CDI+,100.00,2024-06-02
2022-10-18,40.361.425/0001-40,BMYE PARTICIPACOES S/A,Debênture,BMYE22,CDI,CDI+,100.00,2028-06-02
2022-10-18,02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,Debênture,UNTE11,IPCA,IPCA+,100.00,2028-03-15
2022-10-18,02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,Debênture,BRFIQEDBS007,IPCA,IPCA+,100.00,2028-03-15
2022-10-18,02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,Debênture,UNTE12,IPCA,IPCA+,100.00,2029-05-15
2022-10-18,08.707.602/0001-95,GLP IMIGRANTES EMPREENDIMENTOS IMOBILIARIOS S.A.,Debênture,GFLG11,CDI,CDI+,100.00,2024-03-20
2022-10-18,27.102.563/0001-47,AXIS SOLAR SPE I S.A.,Debênture,AXSP11,IPCA,IPCA+,100.00,2032-04-15
2022-10-18,27.102.563/0001-47,AXIS SOLAR SPE I S.A.,Debênture,AXSP21,IPCA,IPCA+,100.00,2032-04-15
2022-10-18,36.125.692/0001-41,SMART RJ CONCESSIONARIA DE ILUMINACAO PUBLICA SPE S.A.,Debênture,SMRJ11,PRE,PRE,100.00,2023-03-26
2022-10-18,36.125.692/0001-41,SMART RJ CONCESSIONARIA DE ILUMINACAO PUBLICA SPE S.A.,Debênture,SMRJ12,PRE,PRE,100.00,2032-09-20
2022-10-18,23.399.607/0001-91,CERC CENTRAL DE RECEBIVEIS S.A,Debênture,CERC11,PRE,PRE,100.00,2025-10-30
2022-10-18,23.399.607/0001-91,CERC CENTRAL DE RECEBIVEIS S.A,Debênture,CERC21,PRE,PRE,100.00,2025-10-30
2022-10-18,23.399.607/0001-91,CERC CENTRAL DE RECEBIVEIS S.A,Debênture,CERC31,PRE,PRE,100.00,2025-10-30
2022-10-18,32.667.691/0001-78,PARINTINS AMAZONAS TRANSMISSORA DE ENERGIA S.A,Debênture,PTAZ11,IPCA,IPCA+,100.00,2046-04-15
2022-10-18,09.584.854/0001-37,MANAUS TRANSMISSORA DE ENERGIA S.A,Debênture,MANT12,CDI,CDI+,100.00,2031-04-15
2022-10-18,16.676.520/0001-59,HOSPITAL MATER DEI S.A.,Debênture,MATD11,CDI,CDI+,100.00,2028-11-03
2022-10-18,37.702.340/0001-74,MONTE RODOVIAS S.A.,Debênture,MRHP11,IPCA,IPCA+,100.00,2031-10-15
2022-10-18,09.597.979/0001-00,RIO CASCA ENERGETICA S.A.,Debênture,RCEN11,CDI,CDI+,100.00,2022-12-16
2022-10-18,00.242.184/0001-04,ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.,Debênture,ARML11,CDI,CDI+,100.00,2026-04-28
2022-10-18,00.242.184/0001-04,ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.,Debênture,ARML12,CDI,CDI+,100.00,2028-11-25
2022-10-18,39.382.913/0001-55,KOMPASS COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,Debênture,KOMP11,IPCA,IPCA+,100.00,2032-04-26
2022-10-18,39.382.913/0001-55,KOMPASS COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,Debênture,BRKOMPDBS018,IPCA,IPCA+,100.00,2032-04-26
2022-10-18,39.382.913/0001-55,KOMPASS COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,Debênture,BRKOMPDBS026,IPCA,IPCA+,100.00,2032-04-26
2022-10-18,39.382.913/0001-55,KOMPASS COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,Debênture,BRKOMPDBS034,IPCA,IPCA+,100.00,2032-04-26
2022-10-18,39.382.913/0001-55,KOMPASS COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,Debênture,BRKOMPDBS042,IPCA,IPCA+,100.00,2032-04-26
2022-10-18,39.382.913/0001-55,KOMPASS COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,Debênture,BRKOMPDBS059,IPCA,IPCA+,100.00,2032-04-26
2022-10-18,38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,Debênture,RIOS11,IPCA,IPCA+,100.00,2024-07-15
2022-10-18,38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,Debênture,RIOS21,IPCA,IPCA+,100.00,2027-07-15
2022-10-18,27.317.154/0001-68,ARES 2 PARTICIPACOES S.A.,Debênture,ARPR11,IPCA,IPCA+,100.00,2030-06-15
2022-10-18,27.317.154/0001-68,ARES 2 PARTICIPACOES S.A.,Debênture,ARPR12,CDI,CDI+,100.00,2024-09-23
2022-10-18,24.064.185/0001-66,REC REGIS EMPREENDIMENTOS E PARTICIPACOES S.A.,Debênture,REEP11,CDI,CDI+,100.00,2026-03-20
2022-10-18,38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,Debênture,IFCM11,CDI,CDI+,100.00,2026-11-17
2022-10-18,04.601.397/0001-28,BRISANET SERVICOS DE TELECOMUNICACOES S.A.,Debênture,BRST11,IPCA,IPCA+,100.00,2028-03-15
2022-10-18,25.249.439/0001-83,HOSPITAL CARE CALEDONIA S.A.,Debênture,HCAR11,CDI,CDI+,100.00,2026-07-15
2022-10-18,22.091.543/0001-02,PCH BV II - GERACAO DE ENERGIA S.A.,Debênture,PCHV11,IPCA,IPCA+,100.00,2040-12-15
2022-10-18,23.187.233/0001-40,PROSPECT SECURITIZADORA S/A,Debênture,PRSC43,PRE,PRE,100.00,2040-02-05
2022-10-18,23.187.233/0001-40,PROSPECT SECURITIZADORA S/A,Debênture,PRSC13,PRE,PRE,100.00,2040-02-05
2022-10-18,23.187.233/0001-40,PROSPECT SECURITIZADORA S/A,Debênture,PRSC23,PRE,PRE,100.00,2040-02-05
2022-10-18,23.187.233/0001-40,PROSPECT SECURITIZADORA S/A,Debênture,PRSC33,PRE,PRE,100.00,2040-02-05
2022-10-18,37.606.330/0001-35,APOLLO 17 PARTICIPACOES S.A.,Debênture,APOL11,IPCA,IPCA+,100.00,2033-04-15
2022-10-18,62.462.015/0001-29,APSEN FARMACEUTICA S/A,Debênture,ASPF11,CDI,CDI+,100.00,2026-04-30
2022-10-18,15.435.155/0001-28,ONE TO ONE ENGINE DESENVOLVIMENTO E LICENCIAMENTO DE SISTEMAS DE INFORMATICA S.A.,Debênture,OTOE11,PRE,PRE,100.00,2024-07-30
2022-10-18,15.435.155/0001-28,ONE TO ONE ENGINE DESENVOLVIMENTO E LICENCIAMENTO DE SISTEMAS DE INFORMATICA S.A.,Debênture,OTOE21,PRE,PRE,100.00,2024-07-30
2022-10-18,15.435.155/0001-28,ONE TO ONE ENGINE DESENVOLVIMENTO E LICENCIAMENTO DE SISTEMAS DE INFORMATICA S.A.,Debênture,OTOE31,PRE,PRE,100.00,2024-07-30
2022-10-18,59.981.829/0001-65,RODOBENS S.A.,Debênture,RBNS11,CDI,CDI+,100.00,2026-12-20
2022-10-18,11.609.081/0001-48,BRK AMBIENTAL - BLUMENAU S.A,Debênture,BRKB11,CDI,CDI+,100.00,2023-05-10
2022-10-18,37.678.809/0001-87,RT 071 EMPREENDIMENTOS E PARTICIPACOES S.A.,Debênture,RTEP11,CDI,CDI+,100.00,2034-05-10
2022-10-18,38.220.895/0001-42,LC INVESTIMENTOS HOLDING S.A.,Debênture,LCIN11,CDI,CDI+,100.00,2034-05-10
2022-10-18,31.701.408/0001-14,ATHENA SAÚDE BRASIL S.A.,Debênture,ATEA11,CDI,CDI+,100.00,2026-08-12
2022-10-18,31.701.408/0001-14,ATHENA SAÚDE BRASIL S.A.,Debênture,ATEA12,CDI,CDI+,100.00,2027-03-11
2022-10-18,31.701.408/0001-14,ATHENA SAÚDE BRASIL S.A.,Debênture,ATEA22,CDI,CDI+,100.00,2026-08-12
2022-10-18,22.688.889/0001-84,STYLUX BRASIL SISTEMAS DE ILUMINACAO E ENERGIA S.A.,Debênture,STYX12,PRE,PRE,100.00,2029-05-10
2022-10-18,30.213.493/0001-09,TEGRA INCORPORADORA S.A.,Debênture,TEGA12,CDI,CDI+,100.00,2025-02-25
2022-10-18,09.813.204/0001-16,W2W E-COMMERCE DE VINHOS S.A.,Debênture,WNBR12,CDI,CDI+,100.00,2026-05-17
2022-10-18,13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,Debênture,KRSA11,CDI,CDI+,100.00,2027-05-03
2022-10-18,13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,Debênture,KRSA21,CDI,CDI+,100.00,2029-05-03
2022-10-18,41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,Debênture,RODB11,CDI,CDI+,100.00,2030-05-10
2022-10-18,40.004.405/0001-12,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XXI S.A.,Debênture,TXXI11,IPCA,IPCA+,100.00,2026-05-20
2022-10-18,41.794.765/0001-28,NISSEI FID S/A,Debênture,NISF11,CDI,CDI+,100.00,2026-05-14
2022-10-18,04.854.422/0001-85,AGRICOLA ALVORADA S.A.,Debênture,AGAL11,CDI,CDI+,100.00,2024-05-03
2022-10-18,19.403.252/0001-90,EMCCAMP RESIDENCIAL S.A.,Debênture,EMCC11,CDI,CDI+,100.00,2024-09-16
2022-10-18,35.632.719/0001-20,NUVINI S.A,Debênture,NVNI11,CDI,CDI+,100.00,2026-05-14
2022-10-18,07.714.104/0001-07,SUMICITY TELECOMUNICACOES S.A.,Debênture,SUMI11,CDI,CDI+,100.00,2027-05-28
2022-10-18,07.714.104/0001-07,SUMICITY TELECOMUNICACOES S.A.,Debênture,SUMI12,CDI,CDI+,100.00,2027-11-12
2022-10-18,07.714.104/0001-07,SUMICITY TELECOMUNICACOES S.A.,Debênture,SUMI13,CDI,CDI+,100.00,2028-05-30
2022-10-18,35.198.517/0001-11,OURO PRETO SERVICOS DE SANEAMENTO S.A - SANEOURO,Debênture,SNRO11,IPCA,IPCA+,100.00,2041-05-15
2022-10-18,35.522.281/0001-27,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS,Debênture,VVTS12,CDI,CDI+,100.00,2024-05-07
2022-10-18,35.522.281/0001-27,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS,Debênture,VVTS13,CDI,CDI+,100.00,2025-12-06
2022-10-18,35.522.281/0001-27,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS,Debênture,VVTS23,CDI,CDI+,100.00,2025-12-06
2022-10-18,41.335.131/0001-07,CIA. SECURITIZADORA DE CRED. FIN. VERT-CAPITAL CONSIG,Debênture,BRVCCODBS006,CDI,CDI+,100.00,2024-12-07
2022-10-18,41.335.131/0001-07,CIA. SECURITIZADORA DE CRED. FIN. VERT-CAPITAL CONSIG,Debênture,BRVCCODBS014,CDI,CDI+,100.00,2024-12-07
2022-10-18,41.335.131/0001-07,CIA. SECURITIZADORA DE CRED. FIN. VERT-CAPITAL CONSIG,Debênture,BRVCCODBS022,CDI,%CDI,100.00,2024-12-07
2022-10-18,41.335.131/0001-07,CIA. SECURITIZADORA DE CRED. FIN. VERT-CAPITAL CONSIG,Debênture,VCCO11,CDI,CDI+,100.00,2025-08-23
2022-10-18,02.211.906/0001-80,TRUSTHUB SECURITIZADORA S.A.,Debênture,TRUH31,CDI,CDI+,100.00,2023-04-15
2022-10-18,38.482.780/0001-26,ANEMUS WIND HOLDING S.A.,Debênture,ANEM11,IPCA,IPCA+,100.00,2039-06-15
2022-10-18,11.708.279/0001-89,GOIAS TRANSMISSAO S.A,Debênture,GTSA11,IPCA,IPCA+,100.00,2033-06-15
2022-10-18,36.062.772/0001-03,INFRAESTRUTURA BRASIL HOLDING IX S.A.,Debênture,HLIX11,CDI,CDI+,100.00,2023-06-15
2022-10-18,10.997.565/0001-49,TRANSENERGIA SAO PAULO S.A.,Debênture,TESP11,IPCA,IPCA+,100.00,2032-12-15
2022-10-18,17.233.151/0001-92,AGEO LESTE TERMINAIS E ARMAZENS GERAIS S.A.,Debênture,AGLT11,IPCA,IPCA+,100.00,2031-07-15
2022-10-18,17.233.151/0001-92,AGEO LESTE TERMINAIS E ARMAZENS GERAIS S.A.,Debênture,BRAGLTDBS019,IPCA,IPCA+,100.00,2031-07-15
2022-10-18,17.233.151/0001-92,AGEO LESTE TERMINAIS E ARMAZENS GERAIS S.A.,Debênture,AGLT12,IPCA,IPCA+,100.00,2032-06-15
2022-10-18,38.419.815/0001-82,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XVI S.A.,Debênture,TXVI11,CDI,CDI+,100.00,2028-04-15
2022-10-18,38.419.815/0001-82,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XVI S.A.,Debênture,TXVI21,CDI,CDI+,100.00,2028-04-15
2022-10-18,41.719.231/0001-37,TRAVESSIA SECURITIZADORA DE CREDITOS MERCANTIS V S.A.,Debênture,MCTV11,CDI,CDI+,100.00,2024-06-19
2022-10-18,17.765.891/0001-70,ELEVA EDUCACAO S.A.,Debênture,EEDS11,CDI,CDI+,100.00,2026-06-16
2022-10-18,17.765.891/0001-70,ELEVA EDUCACAO S.A.,Debênture,EEDS12,CDI,CDI+,100.00,2027-07-25
2022-10-18,13.149.157/0001-25,AK24-EMPREENDIMENTOS E PARTICIPACOES S/A,Debênture,AK2411,CDI,CDI+,100.00,2033-06-10
2022-10-18,18.583.505/0001-91,NPL BRASIL GESTAO DE ATIVOS FINANCEIROS SA,Debênture,BRNPBGDBS003,PRE,PRE,100.00,2026-06-15
2022-10-18,40.074.069/0001-84,AMBIENTAL MS PANTANAL SPE S.A.,Debênture,AMMS11,CDI,CDI+,100.00,2024-06-09
2022-10-18,39.332.327/0001-04,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VOLCANO,Debênture,VOLC11,PRE,PRE,100.00,2026-05-27
2022-10-18,39.332.327/0001-04,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VOLCANO,Debênture,VOLC21,PRE,PRE,100.00,2026-05-27
2022-10-18,31.917.202/0001-26,BDWPART HOLDING E PARTICIPACOES S.A,Debênture,BDWP11,CDI,CDI+,100.00,2026-05-30
2022-10-18,09.527.023/0001-23,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,Debênture,EESG11,CDI,CDI+,100.00,2026-06-25
2022-10-18,41.132.273/0001-77,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT - PRAVALER,Debênture,VTPR11,CDI,CDI+,100.00,2027-06-16
2022-10-18,28.231.010/0001-57,BOLD SECURITIZADORA S.A.,Debênture,BOLD12,PRE,PRE,100.00,2022-12-22
2022-10-18,08.720.705/0001-95,G5 HOLDING S/A,Debênture,GHOL12,CDI,CDI+,100.00,2027-06-15
2022-10-18,38.126.888/0001-86,Rio Energy Participações S.A.,Debênture,BRRIIODBS008,IPCA,IPCA+,100.00,2036-10-15
2022-10-18,31.444.659/0001-60,BRK AMBIENTAL - CACADOR S.A.,Debênture,BRKC11,CDI,CDI+,100.00,2023-07-05
2022-10-18,08.213.823/0001-07,AURA ALMAS MINERAÇÃO S.A.,Debênture,AALM11,CDI,CDI+,100.00,2026-07-13
2022-10-18,42.288.184/0001-87,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Debênture,CLTM11,CDI,CDI+,100.00,2023-06-24
2022-10-18,42.288.184/0001-87,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Debênture,CLTM12,CDI,CDI+,100.00,2023-06-23
2022-10-18,41.890.246/0001-63,FORTBRASIL SECURITIZADORA S.A,Debênture,FOBR11,CDI,CDI+,100.00,2026-06-10
2022-10-18,37.837.627/0001-01,GLP X PARTICIPACOES S.A.,Debênture,GLPX11,CDI,CDI+,100.00,2024-06-20
2022-10-18,33.791.596/0001-44,CSIXERS HOLDING S.A.,Debênture,CSIX12,CDI,CDI+,100.00,2023-06-28
2022-10-18,33.791.596/0001-44,CSIXERS HOLDING S.A.,Debênture,CSIX13,CDI,CDI+,100.00,2023-06-28
2022-10-18,48.114.367/0001-62,LAZAM-MDS CORRETORA E ADMINISTRADORA DE SEGUROS S.A,Debênture,LMDS11,CDI,CDI+,100.00,2025-05-20
2022-10-18,10.553.895/0001-45,TRANSENERGIA RENOVAVEL S.A,Debênture,TRER11,IPCA,IPCA+,100.00,2033-06-15
2022-10-18,21.042.930/0001-88,GREENBRIER MAXION - EQUIPAMENTOS E SERVICOS FERROVIARIOS S.A.,Debênture,GRMX11,CDI,CDI+,100.00,2024-07-16
2022-10-18,09.496.404/0001-92,PR BOTAFOGO,Debênture,ODEZ12,CDI,CDI+,100.00,2023-07-15
2022-10-18,09.496.404/0001-92,PR BOTAFOGO,Debênture,ODEZ22,CDI,CDI+,100.00,2023-07-15
2022-10-18,39.617.594/0001-10,RZK BIOGAS 02 S.A.,Debênture,RZKG11,IPCA,IPCA+,100.00,2028-07-20
2022-10-18,40.885.785/0001-41,CIA. SECURITIZADORA DE CRED. FIN. VERT-UME,Debênture,VUME11,CDI,CDI+,100.00,2023-12-21
2022-10-18,40.885.785/0001-41,CIA. SECURITIZADORA DE CRED. FIN. VERT-UME,Debênture,VUME21,CDI,CDI+,100.00,2023-12-21
2022-10-18,40.885.785/0001-41,CIA. SECURITIZADORA DE CRED. FIN. VERT-UME,Debênture,VUME31,CDI,CDI+,100.00,2023-12-21
2022-10-18,40.885.785/0001-41,CIA. SECURITIZADORA DE CRED. FIN. VERT-UME,Debênture,VUME41,CDI,CDI+,100.00,2023-12-21
2022-10-18,40.593.395/0001-06,IFIN PARTICIPACOES S.A.,Debênture,IFPT11,IPCA,IPCA+,100.00,2033-09-15
2022-10-18,09.359.927/0001-97,ASA BRANCA HOLDING S.A.,Debênture,ASAB11,IPCA,IPCA+,100.00,2033-06-15
2022-10-18,08.533.336/0001-21,CONCESSIONARIA ROTA DOS COQUEIROS S.A.,Debênture,RTCQ11,CDI,CDI+,100.00,2027-06-30
2022-10-18,03.670.763/0001-38,OMNI TAXI AEREO S/A,Debênture,OMTX11,CDI,CDI+,100.00,2025-06-01
2022-10-18,36.729.398/0001-49,CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II,Debênture,VTII11,CDI,CDI+,100.00,2026-08-12
2022-10-18,36.729.398/0001-49,CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II,Debênture,VTII21,CDI,CDI+,100.00,2026-08-12
2022-10-18,36.729.398/0001-49,CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II,Debênture,VTII12,CDI,CDI+,100.00,2027-08-12
2022-10-18,36.729.398/0001-49,CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II,Debênture,VTII22,CDI,CDI+,100.00,2027-08-12
2022-10-18,04.565.289/0001-47,BEMOL S/A,Debênture,BMOL11,CDI,CDI+,100.00,2026-07-22
2022-10-18,23.449.511/0001-90,UTE GNA I GERACAO DE ENERGIA S.A.,Debênture,UNEG11,IPCA,IPCA+,100.00,2039-07-15
2022-10-18,19.796.586/0001-70,BRISANET PARTICIPAÇÕES S.A.,Debênture,BRIT11,CDI,CDI+,100.00,2027-08-25
2022-10-18,44.330.975/0001-53,COLOMBO AGROINDUSTRIA S.A,Debênture,CLAG13,IPCA,IPCA+,100.00,2028-07-15
2022-10-18,42.644.220/0001-06,SPE SANEAMENTO RIO 4 S.A,Debênture,RIS411,CDI,CDI+,100.00,2023-11-11
2022-10-18,42.644.220/0001-06,SPE SANEAMENTO RIO 4 S.A,Debênture,RIS421,CDI,CDI+,100.00,2023-11-11
2022-10-18,42.310.775/0001-03,SPE SANEAMENTO RIO 1 S.A,Debênture,RISP11,CDI,CDI+,100.00,2023-11-11
2022-10-18,42.310.775/0001-03,SPE SANEAMENTO RIO 1 S.A,Debênture,RISP21,CDI,CDI+,100.00,2023-11-11
2022-10-18,34.984.919/0001-89,INFRAESTRUTURA BRASIL HOLDING IV S.A,Debênture,IBHQ11,CDI,CDI+,100.00,2022-11-15
2022-10-18,34.984.919/0001-89,INFRAESTRUTURA BRASIL HOLDING IV S.A,Debênture,IBHQ12,CDI,CDI+,100.00,2024-09-22
2022-10-18,41.719.223/0001-90,TRAVESSIA & DELTA SECURITIZADORA DE CREDITOS MERCANTIS S.A.,Debênture,DETR11,CDI,CDI+,100.00,2026-08-12
2022-10-18,41.719.223/0001-90,TRAVESSIA & DELTA SECURITIZADORA DE CREDITOS MERCANTIS S.A.,Debênture,DETR21,CDI,CDI+,100.00,2026-08-12
2022-10-18,42.353.180/0001-35,IGUA RIO DE JANEIRO S.A,Debênture,IRJS12,CDI,CDI+,100.00,2025-07-31
2022-10-18,35.785.876/0001-75,SERRA DO SERIDO F1 HOLDING S.A.,Debênture,SERS11,CDI,CDI+,100.00,2023-07-30
2022-10-18,33.950.678/0001-94,MEZ 1 ENERGIA S.A.,Debênture,MEZU11,CDI,CDI+,100.00,2023-01-29
2022-10-18,33.950.678/0001-94,MEZ 1 ENERGIA S.A.,Debênture,MEZU12,IPCA,IPCA+,100.00,2043-07-15
2022-10-18,29.423.638/0001-17,ENC ENERGY BRASIL PARTICIPACOES S.A.,Debênture,ENBP12,CDI,CDI+,100.00,2026-07-20
2022-10-18,29.423.638/0001-17,ENC ENERGY BRASIL PARTICIPACOES S.A.,Debênture,BRENBPDBS016,CDI,CDI+,100.00,2026-07-20
2022-10-18,29.423.638/0001-17,ENC ENERGY BRASIL PARTICIPACOES S.A.,Debênture,ENBP13,CDI,CDI+,100.00,2029-06-29
2022-10-18,12.229.415/0001-10,S A USINA CORURIPE ACUCAR E ALCOOL,Debênture,SAUC14,IPCA,IPCA+,100.00,2028-02-15
2022-10-18,35.980.592/0001-30,DRAMMEN RJ INFRAESTRUTURA E REDES DE TELECOMUNICACOES S.A.,Debênture,DMRJ12,CDI,CDI+,100.00,2028-09-03
2022-10-18,32.997.529/0001-18,LC ENERGIA HOLDING S.A,Debênture,LCEN12,IPCA,IPCA+,100.00,2043-08-15
2022-10-18,32.997.529/0001-18,LC ENERGIA HOLDING S.A,Debênture,LCEN22,IPCA,IPCA+,100.00,2043-08-15
2022-10-18,32.997.529/0001-18,LC ENERGIA HOLDING S.A,Debênture,LCEN32,IPCA,IPCA+,100.00,2043-08-15
2022-10-18,32.997.529/0001-18,LC ENERGIA HOLDING S.A,Debênture,BRLCENDBS005,IPCA,IPCA+,100.00,2043-08-15
2022-10-18,32.997.529/0001-18,LC ENERGIA HOLDING S.A,Debênture,BRLCENDBS047,IPCA,IPCA+,100.00,2043-08-15
2022-10-18,32.997.529/0001-18,LC ENERGIA HOLDING S.A,Debênture,BRLCENDBS054,IPCA,IPCA+,100.00,2043-08-15
2022-10-18,29.774.606/0001-66,ITAMARACA TRANSMISSORA SPE SA,Debênture,IMRC11,IPCA,IPCA+,100.00,2041-07-15
2022-10-18,18.903.785/0001-78,HOLDING DO ARAGUAIA S.A.,Debênture,HARG11,IPCA,IPCA+,100.00,2036-10-15
2022-10-18,34.840.096/0001-18,TRSP - TERMINAL DE REGASEIFICACAO DE GNL DE SAO PAULO S.A,Debênture,TRSP11,CDI,CDI+,100.00,2024-08-13
2022-10-18,19.835.035/0001-79,REC DUQUE DE CAXIAS I S.A.,Debênture,RDCX11,CDI,CDI+,100.00,2026-08-17
2022-10-18,00.194.724/0001-13,AES BRASIL OPERAÇÕES S.A.,Debênture,TIET15,IPCA,IPCA+,100.00,2023-12-15
2022-10-18,00.194.724/0001-13,AES BRASIL OPERAÇÕES S.A.,Debênture,TIET26,IPCA,IPCA+,100.00,2024-04-15
2022-10-18,00.194.724/0001-13,AES BRASIL OPERAÇÕES S.A.,Debênture,TIET27,CDI,CDI+,100.00,2023-02-15
